email_address,first_name,last_name,course_id,grades,marks
angela.morrow99@university.edu,Angela,Morrow,CS110,F,25
angelina.callahan924@university.edu,Angelina,Callahan,CS105,F,41
angeline.davis648@university.edu,Angeline,Davis,CS109,A,96
anita.colson955@university.edu,Anita,Colson,CS106,F,27
anne.betzer398@university.edu,Anne,Betzer,CS109,B,82
annie.kirschenbaum261@university.edu,Annie,Kirschenbaum,CS102,F,35
anthony.chapman278@university.edu,Anthony,Chapman,CS109,C,71
anthony.goolesby866@university.edu,Anthony,Goolesby,CS107,D,65
anthony.jones858@university.edu,Anthony,Jones,CS109,F,1
anthony.nickell513@university.edu,Anthony,Nickell,CS104,A,100
antonio.bradley803@university.edu,Antonio,Bradley,CS104,F,3
antonio.waddell230@university.edu,Antonio,Waddell,CS101,B,88
arthur.knowles348@university.edu,Arthur,Knowles,CS109,F,39
arthur.miller546@university.edu,Arthur,Miller,CS107,F,37
arthur.murphy294@university.edu,Arthur,Murphy,CS105,F,8
arthur.schneider406@university.edu,Arthur,Schneider,CS107,F,38
ashley.murdock123@university.edu,Ashley,Murdock,CS104,F,1
audrey.dieppa258@university.edu,Audrey,Dieppa,CS109,F,23
audrey.jensen984@university.edu,Audrey,Jensen,CS105,F,7
audrey.tuttle553@university.edu,Audrey,Tuttle,CS104,F,59
augustus.sedlacek794@university.edu,Augustus,Sedlacek,CS105,F,40
autumn.backstrom438@university.edu,Autumn,Backstrom,CS109,F,33
azzie.apel778@university.edu,Azzie,Apel,CS109,F,18
barbara.carter421@university.edu,Barbara,Carter,CS102,D,62
barbara.gischer802@university.edu,Barbara,Gischer,CS103,D,65
barbara.marnell88@university.edu,Barbara,Marnell,CS109,B,85
barbara.smith792@university.edu,Barbara,Smith,CS103,F,47
beatrice.korth367@university.edu,Beatrice,Korth,CS108,D,64
beatrice.sandoval365@university.edu,Beatrice,Sandoval,CS106,F,48
belinda.dowdy925@university.edu,Belinda,Dowdy,CS106,F,46
belva.sanborn678@university.edu,Belva,Sanborn,CS109,C,71
benjamin.deleon49@university.edu,Benjamin,Deleon,CS110,F,39
benjamin.entrekin849@university.edu,Benjamin,Entrekin,CS110,D,65
benjamin.longley26@university.edu,Benjamin,Longley,CS107,F,28
benjamin.mcabee974@university.edu,Benjamin,Mcabee,CS105,B,83
bernard.ulrich292@university.edu,Bernard,Ulrich,CS103,F,58
bernice.brown720@university.edu,Bernice,Brown,CS101,C,74
bernice.lowe312@university.edu,Bernice,Lowe,CS103,B,80
berry.houge490@university.edu,Berry,Houge,CS101,A,99
bethany.deacy239@university.edu,Bethany,Deacy,CS110,F,26
betty.buie704@university.edu,Betty,Buie,CS105,F,40
betty.ferguson944@university.edu,Betty,Ferguson,CS105,F,27
billie.gutierrez273@university.edu,Billie,Gutierrez,CS104,D,64
blair.gelsinger422@university.edu,Blair,Gelsinger,CS103,A,90
blanche.wilkins910@university.edu,Blanche,Wilkins,CS101,D,61
bob.smith336@university.edu,Bob,Smith,CS107,B,83
bonnie.miller987@university.edu,Bonnie,Miller,CS108,F,54
bradley.francescone567@university.edu,Bradley,Francescone,CS108,B,85
bradley.strange968@university.edu,Bradley,Strange,CS109,D,60
brandy.bazaldua911@university.edu,Brandy,Bazaldua,CS102,F,55
brenda.johnson117@university.edu,Brenda,Johnson,CS108,F,5
brent.shipton671@university.edu,Brent,Shipton,CS102,F,26
brent.snyder454@university.edu,Brent,Snyder,CS105,F,22
brian.cager867@university.edu,Brian,Cager,CS108,F,15
brian.cannon900@university.edu,Brian,Cannon,CS101,F,21
brian.farley246@university.edu,Brian,Farley,CS107,F,14
brian.farrell763@university.edu,Brian,Farrell,CS104,F,27
brian.mitani64@university.edu,Brian,Mitani,CS105,B,84
brian.purcell435@university.edu,Brian,Purcell,CS106,F,52
brian.thomson677@university.edu,Brian,Thomson,CS108,D,69
bruce.gallagher156@university.edu,Bruce,Gallagher,CS107,F,38
bruce.leary120@university.edu,Bruce,Leary,CS101,F,21
bruce.thompson433@university.edu,Bruce,Thompson,CS104,F,23
bruce.williams178@university.edu,Bruce,Williams,CS109,F,59
bryan.lairy476@university.edu,Bryan,Lairy,CS107,F,58
calvin.miller591@university.edu,Calvin,Miller,CS102,B,84
candace.lynch700@university.edu,Candace,Lynch,CS101,F,17
carl.lewis190@university.edu,Carl,Lewis,CS101,A,94
carl.lizardi697@university.edu,Carl,Lizardi,CS108,D,62
carl.shoemaker589@university.edu,Carl,Shoemaker,CS110,F,58
carlos.omar207@university.edu,Carlos,Omar,CS108,F,38
carol.johnson812@university.edu,Carol,Johnson,CS103,F,55
carol.pacheco63@university.edu,Carol,Pacheco,CS104,F,47
carol.phillips46@university.edu,Carol,Phillips,CS107,F,23
carol.santiago923@university.edu,Carol,Santiago,CS104,F,25
carole.roach506@university.edu,Carole,Roach,CS107,F,36
carolina.vanek531@university.edu,Carolina,Vanek,CS102,A,100
carolyn.bell501@university.edu,Carolyn,Bell,CS102,F,33
carrie.anderson375@university.edu,Carrie,Anderson,CS106,F,56
casey.witt173@university.edu,Casey,Witt,CS104,F,58
cassidy.fair835@university.edu,Cassidy,Fair,CS106,F,9
catherine.dietz324@university.edu,Catherine,Dietz,CS105,F,22
catherine.hickman445@university.edu,Catherine,Hickman,CS106,F,41
catherine.holm615@university.edu,Catherine,Holm,CS106,A,96
catherine.king805@university.edu,Catherine,King,CS106,D,65
catherine.pitts548@university.edu,Catherine,Pitts,CS109,F,16
cathryn.robinson360@university.edu,Cathryn,Robinson,CS101,F,54
catrina.aronoff163@university.edu,Catrina,Aronoff,CS104,C,75
celia.flickinger523@university.edu,Celia,Flickinger,CS104,A,98
celinda.mackenzie540@university.edu,Celinda,Mackenzie,CS101,F,47
chantal.harness210@university.edu,Chantal,Harness,CS101,F,15
charlene.weimar640@university.edu,Charlene,Weimar,CS101,D,60
charles.frampton291@university.edu,Charles,Frampton,CS102,D,67
charles.hill780@university.edu,Charles,Hill,CS101,B,83
charles.meeks827@university.edu,Charles,Meeks,CS108,F,45
charles.oglesbee81@university.edu,Charles,Oglesbee,CS102,F,51
charles.stahlman715@university.edu,Charles,Stahlman,CS106,F,3
charles.weekley35@university.edu,Charles,Weekley,CS106,A,99
charlie.bird730@university.edu,Charlie,Bird,CS101,F,0
chelsea.taque565@university.edu,Chelsea,Taque,CS106,F,35
chris.rizvi643@university.edu,Chris,Rizvi,CS104,F,12
christian.hill74@university.edu,Christian,Hill,CS105,A,97
christina.hall620@university.edu,Christina,Hall,CS101,C,77
christine.delossantos124@university.edu,Christine,Delossantos,CS105,F,33
christine.highsmith893@university.edu,Christine,Highsmith,CS104,F,12
christine.lindsay786@university.edu,Christine,Lindsay,CS107,A,93
christine.moffett998@university.edu,Christine,Moffett,CS109,C,75
christine.pineda610@university.edu,Christine,Pineda,CS101,F,20
christopher.cox846@university.edu,Christopher,Cox,CS107,F,58
christopher.joyce3@university.edu,Christopher,Joyce,CS104,F,15
christopher.martin51@university.edu,Christopher,Martin,CS102,F,51
christopher.posey121@university.edu,Christopher,Posey,CS102,F,31
christopher.wilkerson969@university.edu,Christopher,Wilkerson,CS110,F,43
christy.seeley557@university.edu,Christy,Seeley,CS108,F,8
cindy.najera187@university.edu,Cindy,Najera,CS108,A,91
cindy.stevens707@university.edu,Cindy,Stevens,CS108,F,41
clara.green971@university.edu,Clara,Green,CS102,F,26
clarence.battles208@university.edu,Clarence,Battles,CS109,F,17
clarence.morris976@university.edu,Clarence,Morris,CS107,F,14
clarence.taylor685@university.edu,Clarence,Taylor,CS106,F,21
clark.henry815@university.edu,Clark,Henry,CS106,C,73
claudia.ramos162@university.edu,Claudia,Ramos,CS103,F,4
cleo.fraiser585@university.edu,Cleo,Fraiser,CS106,F,9
clifford.holmes904@university.edu,Clifford,Holmes,CS105,F,56
clyde.morgret717@university.edu,Clyde,Morgret,CS108,F,45
clyde.snyder478@university.edu,Clyde,Snyder,CS109,F,32
colleen.priest142@university.edu,Colleen,Priest,CS103,F,12
connie.crumpton436@university.edu,Connie,Crumpton,CS107,F,57
connie.lord914@university.edu,Connie,Lord,CS105,D,60
connie.miller520@university.edu,Connie,Miller,CS101,D,62
constance.lockhart830@university.edu,Constance,Lockhart,CS101,F,57
corina.martorello738@university.edu,Corina,Martorello,CS109,F,31
cornell.rodriguez252@university.edu,Cornell,Rodriguez,CS103,F,16
cristina.wilkin582@university.edu,Cristina,Wilkin,CS103,F,14
curtis.mazzei569@university.edu,Curtis,Mazzei,CS110,A,90
cynthia.busch54@university.edu,Cynthia,Busch,CS105,F,29
cynthia.dyke936@university.edu,Cynthia,Dyke,CS107,F,35
cynthia.elias913@university.edu,Cynthia,Elias,CS104,F,35
cynthia.hughett739@university.edu,Cynthia,Hughett,CS110,F,42
cynthia.johnson510@university.edu,Cynthia,Johnson,CS101,F,30
cynthia.tillett220@university.edu,Cynthia,Tillett,CS101,B,81
daniel.diaz658@university.edu,Daniel,Diaz,CS109,A,91
daniel.peyatt189@university.edu,Daniel,Peyatt,CS110,F,21
daniel.rock863@university.edu,Daniel,Rock,CS104,A,99
danielle.jones62@university.edu,Danielle,Jones,CS103,C,78
danny.hammonds144@university.edu,Danny,Hammonds,CS105,F,47
darin.covarrubias788@university.edu,Darin,Covarrubias,CS109,B,87
darin.harden111@university.edu,Darin,Harden,CS102,F,32
darlene.holsomback347@university.edu,Darlene,Holsomback,CS108,F,49
darnell.thrash52@university.edu,Darnell,Thrash,CS103,F,37
darrell.hilker382@university.edu,Darrell,Hilker,CS103,C,79
david.britt995@university.edu,David,Britt,CS106,C,71
david.brown213@university.edu,David,Brown,CS104,A,97
david.francis339@university.edu,David,Francis,CS110,A,91
david.james228@university.edu,David,James,CS109,C,74
david.jordan149@university.edu,David,Jordan,CS110,F,0
david.lee415@university.edu,David,Lee,CS106,F,14
david.mcsherry96@university.edu,David,Mcsherry,CS107,D,62
david.members150@university.edu,David,Members,CS101,A,93
david.miller39@university.edu,David,Miller,CS110,A,96
david.mitchell135@university.edu,David,Mitchell,CS106,F,7
david.norman758@university.edu,David,Norman,CS109,F,56
david.potter515@university.edu,David,Potter,CS106,F,52
david.pringle713@university.edu,David,Pringle,CS104,F,23
david.richardson719@university.edu,David,Richardson,CS110,F,46
david.scherman237@university.edu,David,Scherman,CS108,F,35
david.schwartz528@university.edu,David,Schwartz,CS109,F,35
david.ziegler785@university.edu,David,Ziegler,CS106,F,23
dawn.jerman566@university.edu,Dawn,Jerman,CS107,F,34
debbie.washington766@university.edu,Debbie,Washington,CS107,A,91
deborah.grubbs676@university.edu,Deborah,Grubbs,CS107,C,74
deborah.niday467@university.edu,Deborah,Niday,CS108,F,44
debra.baker736@university.edu,Debra,Baker,CS107,B,84
debra.castro988@university.edu,Debra,Castro,CS109,C,74
debra.mendez344@university.edu,Debra,Mendez,CS105,F,43
debra.olson682@university.edu,Debra,Olson,CS103,A,99
delbert.holmes508@university.edu,Delbert,Holmes,CS109,C,73
delores.dennison512@university.edu,Delores,Dennison,CS103,A,99
delores.medrano630@university.edu,Delores,Medrano,CS101,F,38
delores.merritt9@university.edu,Delores,Merritt,CS110,F,18
deloris.pal414@university.edu,Deloris,Pal,CS105,F,23
dena.orr215@university.edu,Dena,Orr,CS106,F,56
dennis.custard801@university.edu,Dennis,Custard,CS102,D,61
derek.eland597@university.edu,Derek,Eland,CS108,F,25
derrick.wilkey850@university.edu,Derrick,Wilkey,CS101,F,39
diane.bloom5@university.edu,Diane,Bloom,CS106,D,61
diane.johnston605@university.edu,Diane,Johnston,CS106,D,60
diane.lopez31@university.edu,Diane,Lopez,CS102,B,89
diane.meservey115@university.edu,Diane,Meservey,CS106,B,83
diane.perez579@university.edu,Diane,Perez,CS110,F,22
diane.pickerel495@university.edu,Diane,Pickerel,CS106,F,58
dina.varela530@university.edu,Dina,Varela,CS101,D,65
dino.acosta857@university.edu,Dino,Acosta,CS108,B,82
dolly.parker842@university.edu,Dolly,Parker,CS103,C,73
donald.calcote44@university.edu,Donald,Calcote,CS105,F,29
donald.fisher667@university.edu,Donald,Fisher,CS108,F,56
donna.eckert68@university.edu,Donna,Eckert,CS109,F,58
donna.knobloch391@university.edu,Donna,Knobloch,CS102,F,25
donna.pennington179@university.edu,Donna,Pennington,CS110,F,37
donna.white663@university.edu,Donna,White,CS104,A,90
dora.hooper884@university.edu,Dora,Hooper,CS105,B,83
doris.saenz180@university.edu,Doris,Saenz,CS101,C,71
doris.shifflett633@university.edu,Doris,Shifflett,CS104,C,78
dorothy.dews491@university.edu,Dorothy,Dews,CS102,B,86
dorothy.jones917@university.edu,Dorothy,Jones,CS108,F,45
dorris.langford349@university.edu,Dorris,Langford,CS110,F,15
douglas.guzman164@university.edu,Douglas,Guzman,CS105,F,44
duane.ash552@university.edu,Duane,Ash,CS103,A,98
dwayne.cabada600@university.edu,Dwayne,Cabada,CS101,F,14
dwayne.gagne218@university.edu,Dwayne,Gagne,CS109,B,84
dylan.lamb242@university.edu,Dylan,Lamb,CS103,F,56
earle.hudecek130@university.edu,Earle,Hudecek,CS101,D,68
eddie.bowes933@university.edu,Eddie,Bowes,CS104,B,83
eddie.cruz2@university.edu,Eddie,Cruz,CS103,F,52
eddie.dunlow262@university.edu,Eddie,Dunlow,CS103,A,91
eddie.goodwin268@university.edu,Eddie,Goodwin,CS109,C,74
edith.eells712@university.edu,Edith,Eells,CS103,D,60
edith.giles754@university.edu,Edith,Giles,CS105,D,61
edna.barrett316@university.edu,Edna,Barrett,CS107,A,92
edna.martich412@university.edu,Edna,Martich,CS103,F,22
edna.richmond67@university.edu,Edna,Richmond,CS108,F,35
edward.bergstrom711@university.edu,Edward,Bergstrom,CS102,F,2
edward.carrion325@university.edu,Edward,Carrion,CS106,C,74
edward.jackson232@university.edu,Edward,Jackson,CS103,A,98
edward.moore30@university.edu,Edward,Moore,CS101,F,31
edward.myers106@university.edu,Edward,Myers,CS107,F,11
edward.pinkerton295@university.edu,Edward,Pinkerton,CS106,F,35
edwin.tong991@university.edu,Edwin,Tong,CS102,A,92
elaine.wilmot372@university.edu,Elaine,Wilmot,CS103,F,8
elizabeth.albertson956@university.edu,Elizabeth,Albertson,CS107,F,49
elizabeth.graney353@university.edu,Elizabeth,Graney,CS104,F,40
elizabeth.reid853@university.edu,Elizabeth,Reid,CS104,F,9
elizabeth.smith833@university.edu,Elizabeth,Smith,CS104,F,59
elizabeth.walling498@university.edu,Elizabeth,Walling,CS109,F,36
ella.johnson978@university.edu,Ella,Johnson,CS109,C,71
ella.lee722@university.edu,Ella,Lee,CS103,F,8
ella.rademacher511@university.edu,Ella,Rademacher,CS102,F,12
ella.tanaka94@university.edu,Ella,Tanaka,CS105,C,77
ellen.billings769@university.edu,Ellen,Billings,CS110,D,67
ellen.butt497@university.edu,Ellen,Butt,CS108,D,62
ellen.matthews879@university.edu,Ellen,Matthews,CS110,F,4
ellis.mccord980@university.edu,Ellis,Mccord,CS101,F,49
eloise.lipsky705@university.edu,Eloise,Lipsky,CS106,F,5
elwood.arthur576@university.edu,Elwood,Arthur,CS107,C,74
emma.rusin314@university.edu,Emma,Rusin,CS105,F,7
eric.davis457@university.edu,Eric,Davis,CS108,F,48
eric.ellis305@university.edu,Eric,Ellis,CS106,B,83
eric.grillo182@university.edu,Eric,Grillo,CS103,F,17
eric.mann912@university.edu,Eric,Mann,CS103,F,48
eric.martin198@university.edu,Eric,Martin,CS109,F,8
eric.perkins714@university.edu,Eric,Perkins,CS105,B,84
eric.quinones370@university.edu,Eric,Quinones,CS101,F,21
eric.tibolla60@university.edu,Eric,Tibolla,CS101,F,5
eric.vazquez902@university.edu,Eric,Vazquez,CS103,A,99
erica.mcilwain521@university.edu,Erica,Mcilwain,CS102,A,100
erick.correy168@university.edu,Erick,Correy,CS109,F,33
ericka.crosby616@university.edu,Ericka,Crosby,CS107,F,3
erin.hoskins4@university.edu,Erin,Hoskins,CS105,A,98
eugene.kimball298@university.edu,Eugene,Kimball,CS109,F,13
eugene.volante541@university.edu,Eugene,Volante,CS102,B,81
eunice.caskey259@university.edu,Eunice,Caskey,CS110,B,82
eva.kelly992@university.edu,Eva,Kelly,CS103,B,84
evangelina.sexton104@university.edu,Evangelina,Sexton,CS105,A,99
evelyn.edwards800@university.edu,Evelyn,Edwards,CS101,F,17
evelyn.lee444@university.edu,Evelyn,Lee,CS105,F,42
evelyn.wicker782@university.edu,Evelyn,Wicker,CS103,A,100
everett.taylor535@university.edu,Everett,Taylor,CS106,F,21
faith.argenbright286@university.edu,Faith,Argenbright,CS107,F,46
felix.johnson524@university.edu,Felix,Johnson,CS105,F,23
flora.wickings327@university.edu,Flora,Wickings,CS108,B,80
florence.humphrey329@university.edu,Florence,Humphrey,CS110,F,31
florence.perales40@university.edu,Florence,Perales,CS101,A,91
floyd.schultz993@university.edu,Floyd,Schultz,CS104,F,5
francine.steele496@university.edu,Francine,Steele,CS107,F,26
francis.butler595@university.edu,Francis,Butler,CS106,F,20
frank.block950@university.edu,Frank,Block,CS101,F,32
frank.heston878@university.edu,Frank,Heston,CS109,A,93
frank.otero424@university.edu,Frank,Otero,CS105,D,60
frank.richardson799@university.edu,Frank,Richardson,CS110,B,82
franklin.renfrow155@university.edu,Franklin,Renfrow,CS106,B,80
fred.ayers759@university.edu,Fred,Ayers,CS110,B,85
freda.dickey695@university.edu,Freda,Dickey,CS106,F,27
freda.williamson340@university.edu,Freda,Williamson,CS101,F,54
frieda.murphy698@university.edu,Frieda,Murphy,CS109,F,44
gabriel.mcbeth408@university.edu,Gabriel,Mcbeth,CS109,B,86
gary.desbiens306@university.edu,Gary,Desbiens,CS107,B,82
gary.kimball881@university.edu,Gary,Kimball,CS102,B,83
gary.kriese609@university.edu,Gary,Kriese,CS110,A,99
gary.mackey373@university.edu,Gary,Mackey,CS104,F,15
gary.pinto702@university.edu,Gary,Pinto,CS103,F,16
genevieve.stevens125@university.edu,Genevieve,Stevens,CS106,F,57
geoffrey.cuevas761@university.edu,Geoffrey,Cuevas,CS102,B,85
george.barrios607@university.edu,George,Barrios,CS108,F,1
george.bradley393@university.edu,George,Bradley,CS104,B,83
george.conner32@university.edu,George,Conner,CS103,A,97
george.crocker140@university.edu,George,Crocker,CS101,F,17
george.drabant23@university.edu,George,Drabant,CS104,F,11
george.elliott975@university.edu,George,Elliott,CS106,F,44
george.frazier204@university.edu,George,Frazier,CS105,A,94
george.koeller806@university.edu,George,Koeller,CS107,C,74
george.lowery601@university.edu,George,Lowery,CS102,F,3
george.maddrey701@university.edu,George,Maddrey,CS102,F,14
george.pacheco483@university.edu,George,Pacheco,CS104,F,1
gerald.olvera731@university.edu,Gerald,Olvera,CS102,F,3
gerald.walther84@university.edu,Gerald,Walther,CS105,F,36
gertrude.montgomery378@university.edu,Gertrude,Montgomery,CS109,D,65
gertrude.severin716@university.edu,Gertrude,Severin,CS107,F,52
gina.durfee42@university.edu,Gina,Durfee,CS103,D,67
glendora.blunt905@university.edu,Glendora,Blunt,CS106,F,45
glenn.aman455@university.edu,Glenn,Aman,CS106,B,86
glenn.collins519@university.edu,Glenn,Collins,CS110,F,9
glenn.pearce838@university.edu,Glenn,Pearce,CS109,F,36
gloria.allen441@university.edu,Gloria,Allen,CS102,B,89
gloria.kime331@university.edu,Gloria,Kime,CS102,B,82
gloria.mosher133@university.edu,Gloria,Mosher,CS104,F,5
grace.barnett146@university.edu,Grace,Barnett,CS107,F,36
grace.ferguson226@university.edu,Grace,Ferguson,CS107,F,54
grace.wright145@university.edu,Grace,Wright,CS106,F,43
greg.theiler957@university.edu,Greg,Theiler,CS108,B,86
gregory.batten963@university.edu,Gregory,Batten,CS104,F,16
gregory.petersen641@university.edu,Gregory,Petersen,CS102,F,4
gregory.prout934@university.edu,Gregory,Prout,CS105,F,55
gretchen.oconnor200@university.edu,Gretchen,Oconnor,CS101,F,23
guillermo.williams112@university.edu,Guillermo,Williams,CS103,F,56
harold.perez660@university.edu,Harold,Perez,CS101,A,93
harold.price790@university.edu,Harold,Price,CS101,F,5
harold.smith158@university.edu,Harold,Smith,CS109,D,64
harry.baldwin871@university.edu,Harry,Baldwin,CS102,A,95
harvey.mons276@university.edu,Harvey,Mons,CS107,C,72
heidi.corey699@university.edu,Heidi,Corey,CS110,A,98
heidi.kupchinsky132@university.edu,Heidi,Kupchinsky,CS103,F,18
helen.callahan87@university.edu,Helen,Callahan,CS108,F,51
helen.kahler684@university.edu,Helen,Kahler,CS105,F,9
helen.lopez741@university.edu,Helen,Lopez,CS102,F,43
helen.vannatta21@university.edu,Helen,Vannatta,CS102,F,43
homer.gary892@university.edu,Homer,Gary,CS103,F,45
hope.beller947@university.edu,Hope,Beller,CS108,A,96
howard.scully363@university.edu,Howard,Scully,CS104,F,5
hyun.boyda368@university.edu,Hyun,Boyda,CS109,F,32
ida.cholico745@university.edu,Ida,Cholico,CS106,A,95
ida.elliott126@university.edu,Ida,Elliott,CS107,F,57
ida.king275@university.edu,Ida,King,CS106,D,64
ida.miller558@university.edu,Ida,Miller,CS109,B,89
ila.hilton986@university.edu,Ila,Hilton,CS107,F,17
inez.arkell856@university.edu,Inez,Arkell,CS107,F,33
inge.smith429@university.edu,Inge,Smith,CS110,F,43
irene.puckett103@university.edu,Irene,Puckett,CS104,F,12
irene.stephens831@university.edu,Irene,Stephens,CS102,B,86
jack.bowlin829@university.edu,Jack,Bowlin,CS110,F,34
jacklyn.williams710@university.edu,Jacklyn,Williams,CS101,F,22
jacob.britton999@university.edu,Jacob,Britton,CS110,A,92
jacob.curtis940@university.edu,Jacob,Curtis,CS101,C,70
jacob.dees706@university.edu,Jacob,Dees,CS107,D,64
jake.lombardi573@university.edu,Jake,Lombardi,CS104,F,51
james.amador221@university.edu,James,Amador,CS102,F,58
james.battiste431@university.edu,James,Battiste,CS102,B,87
james.battle851@university.edu,James,Battle,CS102,F,45
james.cowan419@university.edu,James,Cowan,CS110,F,32
james.diaz247@university.edu,James,Diaz,CS108,F,40
james.dossey80@university.edu,James,Dossey,CS101,F,5
james.drayton885@university.edu,James,Drayton,CS106,F,19
james.fullerton186@university.edu,James,Fullerton,CS107,D,69
james.harris160@university.edu,James,Harris,CS101,D,69
james.hatley740@university.edu,James,Hatley,CS101,F,47
james.knepper73@university.edu,James,Knepper,CS104,F,3
james.nussbaum379@university.edu,James,Nussbaum,CS110,C,77
james.ortiz201@university.edu,James,Ortiz,CS102,C,72
james.owen545@university.edu,James,Owen,CS106,F,53
james.perry732@university.edu,James,Perry,CS103,F,18
james.smith139@university.edu,James,Smith,CS110,C,75
james.valenzuela411@university.edu,James,Valenzuela,CS102,F,26
james.willis269@university.edu,James,Willis,CS110,F,46
jamie.cancel584@university.edu,Jamie,Cancel,CS105,A,99
jane.creed562@university.edu,Jane,Creed,CS103,F,4
janet.elliott966@university.edu,Janet,Elliott,CS107,F,23
janet.oswalt811@university.edu,Janet,Oswalt,CS102,F,30
janet.richardson43@university.edu,Janet,Richardson,CS104,D,68
janice.rogers945@university.edu,Janice,Rogers,CS106,C,73
janice.viramontes624@university.edu,Janice,Viramontes,CS105,F,25
jared.marana108@university.edu,Jared,Marana,CS109,C,71
jared.werts687@university.edu,Jared,Werts,CS108,B,88
jason.collinsworth931@university.edu,Jason,Collinsworth,CS102,F,17
jason.duffy170@university.edu,Jason,Duffy,CS101,B,81
jason.gonzalez825@university.edu,Jason,Gonzalez,CS106,B,82
jason.mchaney29@university.edu,Jason,Mchaney,CS110,F,12
jason.watford810@university.edu,Jason,Watford,CS101,F,47
jason.williams250@university.edu,Jason,Williams,CS101,F,22
jay.oliver407@university.edu,Jay,Oliver,CS108,F,21
jean.fanning260@university.edu,Jean,Fanning,CS101,C,76
jean.robinson307@university.edu,Jean,Robinson,CS108,F,32
jeane.jackson166@university.edu,Jeane,Jackson,CS107,F,16
jeanette.simpson299@university.edu,Jeanette,Simpson,CS110,F,17
jeffery.murray434@university.edu,Jeffery,Murray,CS105,B,84
jeffrey.brown425@university.edu,Jeffrey,Brown,CS106,F,53
jeffrey.neaves990@university.edu,Jeffrey,Neaves,CS101,A,92
jeffry.orosco183@university.edu,Jeffry,Orosco,CS104,F,58
jenna.suggs369@university.edu,Jenna,Suggs,CS110,B,83
jennie.huizenga696@university.edu,Jennie,Huizenga,CS107,F,7
jennie.lenoir248@university.edu,Jennie,Lenoir,CS109,F,46
jennifer.watson928@university.edu,Jennifer,Watson,CS109,F,14
jeremy.anderson427@university.edu,Jeremy,Anderson,CS108,F,26
jeremy.bowen862@university.edu,Jeremy,Bowen,CS103,C,76
jeremy.culverhouse321@university.edu,Jeremy,Culverhouse,CS102,F,42
jeremy.heckert729@university.edu,Jeremy,Heckert,CS110,B,82
jeremy.sanchez313@university.edu,Jeremy,Sanchez,CS104,A,90
jerome.franty285@university.edu,Jerome,Franty,CS106,C,71
jerome.kecskes568@university.edu,Jerome,Kecskes,CS109,F,5
jerome.matta100@university.edu,Jerome,Matta,CS101,F,23
jerry.noyes8@university.edu,Jerry,Noyes,CS109,F,49
jerry.piazza767@university.edu,Jerry,Piazza,CS108,C,70
jerry.romo897@university.edu,Jerry,Romo,CS108,C,76
jesse.bonifacio617@university.edu,Jesse,Bonifacio,CS108,F,15
jessica.graham855@university.edu,Jessica,Graham,CS106,B,87
jessica.holt177@university.edu,Jessica,Holt,CS108,B,81
jessica.hunt72@university.edu,Jessica,Hunt,CS103,A,96
jessica.trasher636@university.edu,Jessica,Trasher,CS107,F,0
jessie.smith577@university.edu,Jessie,Smith,CS108,A,99
jesus.buckles672@university.edu,Jesus,Buckles,CS103,B,80
jesus.tapia323@university.edu,Jesus,Tapia,CS104,C,76
